TIME,,MILLIS,EULERX,EULERY,EULERZ,latitude (degrees),longitude (degrees),ALT,COURSE,SPEED,NUM SATS,VEL DIFF,TEMP,HUMIDITY,ATM DIFF,PRESSURE,altitude (meters),TEMP
21525300,,1710664,150.125,-4.8125,-25.6875,39.695629,-75.768044,183.8,0,0,3,36.76,64.891,69.9315,-4.3996,0.99,46.44,18.5
21525300,,1712634,152.625,-7.1875,-20.25,39.695629,-75.768044,183.8,0,0,3,36.76,64.9296,69.9773,-4.3996,0.99,46.38,18.5
21525700,,1714607,156.5,-4.5,-11.0625,39.695717,-75.768127,183.8,0,0,3,36.76,64.9296,70.0078,-4.3996,0.99,46.56,18.5
21530021,,1716588,146.375,-3.875,-10.125,39.69569,-75.768127,183.8,18.7,0.28,3,36.76,64.9489,70.0155,-4.3996,0.99,46.63,18.56
21530021,,1718557,140.625,-4.6875,-3.9375,39.69569,-75.768127,183.8,18.7,0.28,3,36.76,64.9683,70.0078,-4.3996,0.99,46.44,18.56
21530021,,1720531,139.375,-7.25,-5.5,39.69569,-75.768127,183.8,18.7,0.28,3,0,64.9876,69.9773,-4.3996,0.99,46.44,18.56
21530021,,1722504,139.6875,-5.875,-7,39.69569,-75.768127,183.8,18.7,0.28,3,0,65.0262,69.9392,-4.3996,0.99,46.56,18.56
21530021,,1724475,140.5,-6,-6.625,39.69569,-75.768127,183.8,18.7,0.28,3,0,65.0455,69.8934,-4.3996,0.99,46.56,18.56
21530021,,1726448,138.5,-6.1875,-7.5,39.69569,-75.768127,183.8,18.7,0.28,3,0,65.0455,69.8553,-4.3996,0.99,46.56,18.56
21530021,,1728428,132.875,-10.8125,-7.0625,39.69569,-75.768127,183.8,18.7,0.28,3,0,65.0455,69.84,-4.3996,0.99,46.25,18.63
21530021,,1730399,129.375,-7.1875,-15.8125,39.69569,-75.768127,183.8,18.7,0.28,3,0,65.0648,69.8476,-4.3996,0.99,46.69,18.63
21530021,,1732370,150.25,-7.5,-15.5625,39.69569,-75.768127,183.8,18.7,0.28,3,0,65.1034,69.8934,-4.3996,0.99,46.19,18.63
21530021,,1734344,150.9375,-6.875,-16.4375,39.69569,-75.768127,183.8,18.7,0.28,3,0,65.1227,69.9621,-4.3996,0.99,46.38,18.63
21532000,,1736325,146.25,-9.6875,-16.9375,39.695721,-75.768105,183.8,178.59,0.25,3,0,65.142,69.9926,-4.3996,0.99,46.31,18.63
21532000,,1738298,139.5625,1.75,-22.1875,39.695721,-75.768105,183.8,178.59,0.25,3,0,65.1613,70.0155,-4.3996,0.99,46.69,18.63
21532400,,1740271,140.625,-1.0625,-20.3125,39.695686,-75.768051,182.8,178.59,0.25,4,-0.2,65.1806,70.0536,-4.3996,0.99,46.56,18.63
21532600,,1742243,149.9375,-4.875,-14.375,39.695679,-75.768036,182.7,178.59,0.25,4,-0.22,65.1999,70.0765,-4.3996,0.99,46.5,18.69
21532800,,1744214,146.875,-5.3125,-18.75,39.695675,-75.768028,182.60001,178.59,0.25,4,-0.24,65.1999,70.0918,-4.3996,0.99,46.44,18.69
21533000,,1746188,145.625,-9.25,-19.0625,39.695667,-75.768028,182.5,178.59,0.25,4,-0.26,65.2385,70.0994,-4.3996,0.99,46.56,18.69
21533200,,1748169,145.125,-9.6875,-20.1875,39.695667,-75.768028,182.39999,178.59,0.25,4,-0.28,65.2578,70.0994,-4.3996,0.99,46.56,18.69
21533400,,1750138,143.5625,-4.0625,-18.75,39.695667,-75.768028,182.39999,178.59,0.25,4,-0.08,65.2964,70.107,-4.3996,0.99,46.38,18.75
21533600,,1752112,140.875,-3.5625,-18.25,39.695667,-75.768036,182.3,178.59,0.25,4,-0.08,65.2771,70.1147,-4.3996,0.99,46.44,18.75
21533800,,1754084,142,-2,-14.375,39.695667,-75.768044,182.2,178.59,0.25,4,-0.08,65.2964,70.107,-4.3996,0.99,46.88,18.75
21534000,,1756056,138.9375,0.5,-3.25,39.695663,-75.768051,182.10001,178.59,0.25,4,-0.08,65.3157,70.0918,-4.3996,0.99,47,18.75
21534200,,1758041,134.0625,-4.875,-5.9375,39.695663,-75.768066,182,178.59,0.25,4,-0.08,65.3544,70.0536,-4.3996,0.99,46.44,18.75
21534400,,1760011,137,-4.1875,-5.875,39.695663,-75.768074,182,178.59,0.25,4,-0.08,65.3737,69.9926,-4.3996,0.99,46.81,18.75
21534600,,1761983,136.0625,-0.875,-7.6875,39.695663,-75.768089,181.89999,178.59,0.25,4,-0.08,65.393,69.9468,-4.3996,0.99,46.69,18.81
21534800,,1763955,141.3125,-0.5,-10,39.695667,-75.768105,181.89999,178.59,0.25,4,-0.06,65.393,69.8934,-4.3996,0.99,47.13,18.75
21534800,,1765929,137.625,-5.375,-11.6875,39.695667,-75.768105,181.89999,178.59,0.25,4,-0.04,65.4123,69.8629,-4.3996,0.99,47.06,18.81
21535000,,1767902,138.375,-3.4375,-13.875,39.695667,-75.768127,181.89999,178.59,0.25,4,-0.02,65.4316,69.8705,-4.3996,0.99,47,18.81
21535000,,1769873,139.6875,-1.875,-15.75,39.695667,-75.768127,181.89999,178.59,0.25,4,-0.02,65.4702,69.901,-4.3996,0.99,47.31,18.81
21535400,,1771846,142.8125,-1.9375,-12.5625,39.695663,-75.768158,181.8,178.59,0.25,4,-0.02,65.4702,69.9239,-4.3996,0.99,46.94,18.81
21535400,,1773828,139.625,2.4375,-10.5,39.695663,-75.768158,181.8,178.59,0.25,4,-0.02,65.4702,69.9315,-4.3996,0.99,47.13,18.88
21535400,,1775798,135.1875,0.125,-11.9375,39.695663,-75.768158,181.8,178.59,0.25,4,-0.02,65.5088,69.9239,-4.3996,0.99,47.19,18.88
21535400,,1777771,131.1875,-2.125,-9.875,39.695663,-75.768158,181.8,178.59,0.25,4,-0.02,65.5088,69.9087,-4.3996,0.99,47.13,18.88
21535400,,1779743,134.4375,-0.9375,-9.625,39.695663,-75.768158,181.8,178.59,0.25,4,-0.02,65.5474,69.8934,-4.3996,0.99,47.31,18.88
21535400,,1781725,132,-4.3125,-16.25,39.695663,-75.768158,181.8,178.59,0.25,4,0,65.5474,69.8781,-4.3996,0.99,47.44,18.88
21535400,,1783698,127.5,-3.375,-10.3125,39.695663,-75.768158,181.8,178.59,0.25,4,0,65.586,69.8629,-4.3996,0.99,47.19,18.88
21535400,,1785668,122.8125,-2.25,-15.375,39.695663,-75.768158,181.8,178.59,0.25,4,0,65.6053,69.8476,-4.3996,0.99,47.25,18.94
21535400,,1787638,120.75,-8.125,-17.5625,39.695663,-75.768158,181.8,178.59,0.25,4,0,65.6246,69.8476,-4.3996,0.99,47.25,18.94
21535400,,1789612,130.0625,-4.3125,-8.25,39.695663,-75.768158,181.8,178.59,0.25,4,0,65.6439,69.8476,-4.3996,0.99,47.19,18.94
21541500,,1791587,139.5625,-8.1875,-4.5,39.695667,-75.768173,181.8,50.39,0.32,4,0,65.6825,69.84,-4.3996,0.99,47.44,18.94
21541500,,1793558,131.3125,-0.625,-5.625,39.695667,-75.768173,181.8,50.39,0.32,4,0,65.6825,69.8018,-4.3996,0.99,47.19,18.94
21541500,,1795539,137.9375,-3.8125,-14.9375,39.695667,-75.768173,181.8,50.39,0.32,4,0,65.7019,69.7637,-4.3996,0.99,47.19,18.94
21541500,,1797513,135.1875,-3.625,-12.5,39.695667,-75.768173,181.8,50.39,0.32,4,0,65.7211,69.7256,-4.3996,0.99,47.31,19
21542300,,1799485,137.3125,0.9375,-9.9375,39.695675,-75.768166,181.8,65.72,0.41,4,0,65.7211,69.695,-4.3996,0.99,47.31,19
21542500,,1801456,136.875,-0.125,-5.8125,39.695675,-75.768158,181.8,77.45,0.47,4,0,65.7598,69.7027,-4.3996,0.99,47.81,18.94
21542700,,1803429,139.3125,-1.0625,-7.25,39.695675,-75.768158,181.8,101.2,0.31,4,0,65.7984,69.695,-4.3996,0.99,47.13,19
21542900,,1805410,142.125,0.0625,-4.6875,39.695675,-75.76815,181.8,79,0.26,4,0,65.7791,69.6645,-4.3996,0.99,47.56,19
21543100,,1807380,140.375,-0.0625,-5.5625,39.695675,-75.76815,181.7,79,0.26,4,-0.02,65.7984,69.6264,-4.3996,0.99,47.31,19
21543300,,1809355,137.375,3.625,-7.0625,39.695675,-75.76815,181.7,79,0.26,4,-0.02,65.8177,69.5959,-4.3996,0.99,47.31,19.06
21543500,,1811325,138.8125,0.0625,-5.75,39.695675,-75.768143,181.7,79,0.26,4,-0.02,65.837,69.573,-4.3996,0.99,47.19,19.06
21543700,,1813296,140.0625,1,-5.125,39.695679,-75.768143,181.7,79,0.26,4,-0.02,65.8756,69.5424,-4.3996,0.99,47,19.06
21543900,,1815270,136.5625,9.3125,-0.25,39.695679,-75.768135,181.7,79,0.26,4,-0.02,65.8756,69.5348,-4.3996,0.99,46.69,19.06
21544100,,1817252,134.1875,-9.9375,-28.9375,39.695679,-75.768135,181.7,79,0.26,4,0,65.8949,69.573,-4.3996,0.99,47.31,19.06
21544300,,1819222,139.8125,-5.5,-14.1875,39.695679,-75.768135,181.7,79,0.26,4,0,65.9335,69.6416,-4.3996,0.99,47.06,19.06
21544500,,1821194,143.5625,-8.75,-9.0625,39.695683,-75.768135,181.7,79,0.26,4,0,65.9528,69.7179,-4.3996,0.99,46.81,19.13
21544700,,1823166,140.6875,-7.9375,-18.1875,39.695679,-75.768135,181.7,79,0.26,4,0,65.9528,69.779,-4.3996,0.99,46.94,19.13
21544900,,1825146,144.625,-15.875,-9.3125,39.695679,-75.768127,181.7,79,0.26,4,0,65.9914,69.8095,-4.3996,0.99,46.44,19.13
21545100,,1827117,146.8125,-9.4375,-15.8125,39.695679,-75.768127,181.7,79,0.26,4,0,66.0107,69.8171,-4.3996,0.99,46.13,19.13
21545300,,1829093,135.8125,-7.25,-18.25,39.695675,-75.76812,181.7,79,0.26,4,0,66.03,69.779,-4.3996,0.99,45.94,19.13
21545500,,1831063,140.6875,-6.375,-11.625,39.695675,-75.768112,181.7,79,0.26,4,0,66.0493,69.7332,-4.3996,0.99,45.88,19.19
21545700,,1833034,140.4375,-5.625,-18.25,39.695671,-75.768112,181.7,79,0.26,4,0,66.0686,69.7103,-4.3996,0.99,46.19,19.19
21545900,,1835008,141.75,-3.75,-22.8125,39.695671,-75.768112,181.7,79,0.26,4,0,66.0686,69.6721,-4.3996,0.99,45.81,19.19
21550100,,1836989,144.625,-6.9375,-20,39.695671,-75.768105,181.7,79,0.26,4,0,66.088,69.6264,-4.3996,0.99,45.94,19.19
21550300,,1838959,144.5625,-3.625,-4,39.695667,-75.768105,181.7,79,0.26,4,0,66.1073,69.573,-4.3996,0.99,45.94,19.19
21550500,,1840934,143.75,-3.4375,-10.625,39.695663,-75.768105,181.7,79,0.26,4,0,66.1073,69.5196,-4.3996,0.99,45.56,19.25
21550500,,1842906,143.8125,-2.9375,-9.75,39.695663,-75.768105,181.7,79,0.26,4,0,66.1459,69.4662,-4.3996,0.99,45.56,19.25
21550700,,1844877,145,-4.5,-9.875,39.69566,-75.768097,181.7,79,0.26,4,0,66.1652,69.4128,-4.3996,0.99,45.56,19.25
21550700,,1846849,145,-4.5,-9.9375,39.69566,-75.768097,181.7,79,0.26,4,0,66.1845,69.3441,-4.3996,0.99,45.38,19.25
21550700,,1848824,145,-4.5,-9.9375,39.69566,-75.768097,181.7,79,0.26,4,0,66.2231,69.2678,-4.3996,0.99,45.94,19.25
21550700,,1850796,145,-4.5,-9.9375,39.69566,-75.768097,181.7,79,0.26,4,0,66.2038,69.2068,-4.3996,0.99,45.56,19.25
21550700,,1852777,145,-4.5,-9.9375,39.69566,-75.768097,181.7,79,0.26,4,0,66.2424,69.161,-4.3996,0.99,45.94,19.25
21550700,,1854750,145,-4.5,-9.9375,39.69566,-75.768097,181.7,79,0.26,4,0,66.2617,69.0923,-4.3996,0.99,48,19.25
21550700,,1856720,145,-4.5,-9.9375,39.69566,-75.768097,181.7,79,0.26,4,0,66.281,68.8634,-4.3996,0.99,48.75,19.31
21550700,,1858691,58.5,-28.75,2.1875,39.69566,-75.768097,181.7,79,0.26,4,0,66.281,67.3833,-4.3996,0.99,62.75,19.31
21550700,,1860665,333.125,-18.25,5.0625,39.69566,-75.768097,181.7,79,0.26,4,0,66.3389,64.5757,-4.3996,0.99,84.63,19.19
21550700,,1862636,257.4375,-30.9375,-3.0625,39.69566,-75.768097,181.7,79,0.26,4,0,66.4547,60.3948,-4.3996,0.99,86.81,19.44
21550700,,1864617,124.8125,-27.25,-2.6875,39.69566,-75.768097,181.7,79,0.26,4,0,66.532,57.633,-4.3996,0.99,100.31,19.44
21553000,,1866583,17.3125,-18.1875,-0.375,39.695477,-75.768036,181.7,128.07,5.93,4,0,66.5513,56.2139,-4.3996,0.99,109.81,19.5
21553000,,1868566,308.375,-47.1875,-17.5,39.695477,-75.768036,181.7,128.07,5.93,4,0,66.6092,54.3752,-4.3996,0.99,123.25,19.56
21553000,,1870535,164.6875,-26.125,-3.875,39.695477,-75.768036,181.7,128.07,5.93,4,0,66.6864,52.8188,-4.3996,0.98,135.44,19.56
21553000,,1872505,352.4375,-35.375,-28.375,39.695477,-75.768036,181.7,128.07,5.93,4,0,66.7057,52.3153,-4.3996,0.98,147.63,19.63
21553800,,1874479,253,-29.5,9.75,39.695332,-75.767899,181.7,157.98,5.43,4,0,66.7829,51.8575,-4.3996,0.98,163.25,19.69
21553900,,1876452,173.25,-17.125,15.5625,39.695278,-75.76786,182.7,157.98,5.43,4,0.2,66.8215,51.4074,-4.3996,0.98,175.31,19.69
21554200,,1878433,124.5,-23.625,-9.875,39.695202,-75.767723,182.7,122.26,10.86,4,0.2,66.8409,50.3927,-4.3996,0.98,188.13,19.75
21554400,,1880406,19.6875,-19,-0.5,39.695213,-75.767662,182.7,103.94,5.7,4,0.2,66.8988,49.8357,-4.3996,0.98,200.5,19.75
21554600,,1882377,225.5625,-23,-10.125,39.695171,-75.767654,182.7,155.13,5.77,4,0.2,66.9181,49.5763,-4.3996,0.98,213.81,19.75
21554800,,1884349,91.3125,-21.6875,-10.75,39.695103,-75.76757,183.89999,155.13,5.77,4,0.44,66.9181,49.2864,-4.3996,0.97,224.69,19.75
21555000,,1886322,343.1875,-24.5625,-3.1875,39.695133,-75.76754,183.89999,155.13,5.77,4,0.24,66.9567,49.027,-4.3996,0.97,237.25,19.81
21555200,,1888292,222.6875,-22.625,-9.875,39.69503,-75.76757,184.2,155.13,5.77,4,0.3,66.9567,48.7295,-4.3996,0.97,247.63,19.81
21555400,,1890263,112.625,-46.5,-30.375,39.695004,-75.767479,184.5,155.13,5.77,4,0.36,66.976,48.4853,-4.3996,0.97,259.69,19.81
21555600,,1892239,334.75,-52.4375,-10.1875,39.69492,-75.767403,185.10001,155.13,5.77,4,0.48,66.9953,48.0962,-4.3996,0.97,273.69,19.81
21555800,,1894209,165.4375,-25.625,-8.875,39.694805,-75.767319,185.5,155.13,5.77,4,0.32,66.9953,47.9284,-4.3996,0.97,286.94,19.81
21560000,,1896192,42.4375,-32.3125,8.0625,39.694756,-75.76722,186,155.13,5.77,4,0.42,66.9953,47.791,-4.3996,0.97,300.94,19.81
21560200,,1898165,279.3125,-28.6875,-2.625,39.694664,-75.767159,186.39999,155.13,5.77,4,0.44,66.9953,47.5622,-4.3996,0.96,312.75,19.81
21560400,,1900129,134.1875,-10.25,2.875,39.694572,-75.767059,186.7,155.13,5.77,4,0.44,66.9953,47.4096,-4.3996,0.96,327.69,19.81
21560600,,1902110,309.9375,-17.6875,1.125,39.6945,-75.766975,187.2,155.13,5.77,4,0.42,66.9953,47.3562,-4.3996,0.96,340.81,19.81
21560800,,1904079,141.1875,-2.5625,-5.0625,39.694366,-75.766876,187.60001,155.13,5.77,4,0.42,66.9953,47.318,-4.3996,0.96,351.81,19.81
21561000,,1906053,19.8125,-10.875,-19.875,39.694302,-75.766777,188.10001,155.13,5.77,4,0.42,66.9953,47.1273,-4.3996,0.96,363.94,19.81
21561200,,1908024,238.5,-12.75,-17.5625,39.694202,-75.766731,188.60001,155.13,5.77,4,0.44,67.0146,47.1731,-4.3996,0.96,376.44,19.81
21561400,,1909996,82.125,-21.5,-8.25,39.694122,-75.766586,189.10001,155.13,5.77,4,0.48,67.0146,47.2265,-4.3996,0.96,387.63,19.81
21561600,,1911969,29.375,-46.1875,8.875,39.694103,-75.766411,190,155.13,5.77,4,0.56,66.9953,47.1731,-4.3996,0.95,402.31,19.81
21561800,,1913951,280.4375,-18.625,14.4375,39.694038,-75.766281,190.5,155.13,5.77,4,0.58,66.9953,47.2188,-4.3996,0.95,416.13,19.81
21561800,,1915921,189.5625,-37.125,12.75,39.694038,-75.766281,190.5,155.13,5.77,4,0.48,67.0339,47.4859,-4.3996,0.95,431.5,19.81
21562000,,1917895,3,-20.5,-12.1875,39.693951,-75.766106,191,155.13,5.77,4,0.48,67.0146,47.7758,-4.3996,0.95,443.31,19.81
21562000,,1919865,159.3125,-17,-19.75,39.693951,-75.766106,191,155.13,5.77,4,0.38,67.0339,47.7987,-4.3996,0.95,457,19.81
21562000,,1921838,335.125,-21.375,16.75,39.693951,-75.766106,191,155.13,5.77,4,0.2,67.0146,48.0352,-4.3996,0.95,470.06,19.81
21562000,,1923812,281.875,-11.875,5.5,39.693951,-75.766106,191,155.13,5.77,4,0.1,67.0146,48.2412,-4.3996,0.94,480.69,19.81
21562000,,1925782,234.9375,-47,15.375,39.693951,-75.766106,191,155.13,5.77,4,0.1,66.9953,48.6684,-4.3996,0.94,493.31,19.81
21562000,,1927752,6.3125,2,-4.5,39.693951,-75.766106,191,155.13,5.77,4,0,67.0146,48.9889,-4.3996,0.94,506.56,19.81
21562000,,1929732,250.1875,-22.4375,3,39.693951,-75.766106,191,155.13,5.77,4,0,66.976,49.3322,-4.3996,0.94,518.38,19.81
21562000,,1931706,195.875,-63.5625,-24.125,39.693951,-75.766106,191,155.13,5.77,4,0,66.9953,49.8128,-4.3996,0.94,530.38,19.81
21562000,,1933678,95.5,-58.3125,-31.625,39.693951,-75.766106,191,155.13,5.77,4,0,66.9953,50.53,-4.3996,0.94,543.94,19.81
21562000,,1935649,238.25,-30.1875,-27.9375,39.693951,-75.766106,191,155.13,5.77,4,0,66.9953,51.1709,-4.3996,0.94,556,19.81
21562000,,1937623,154.5625,-32.1875,-12.6875,39.693951,-75.766106,191,155.13,5.77,4,0,67.0146,51.8346,-4.3996,0.93,568.63,19.81
21562000,,1939594,14.9375,-33.0625,-8.3125,39.693951,-75.766106,191,155.13,5.77,4,0,67.0146,52.1017,-4.3996,0.93,581.56,19.81
21564500,,1941565,300.3125,-38.875,0.875,39.69326,-75.763237,191,87.11,29.62,4,0,67.0532,51.6973,-4.3996,0.93,595.63,19.81
21564500,,1943539,222.0625,-36.5625,-4.4375,39.69326,-75.763237,191,87.11,29.62,4,0,67.0725,51.2701,-4.3996,0.93,606.81,19.81
21564500,,1945520,341.75,-18.0625,14.3125,39.69326,-75.763237,191,87.11,29.62,4,0,67.0532,50.736,-4.3996,0.93,619.25,19.81
21565100,,1947492,194.625,-14.0625,7.8125,39.693344,-75.762276,191,81.36,29.71,4,0,67.0725,49.851,-4.3996,0.93,634.13,19.81
21565300,,1949465,124.9375,-31.125,-42.75,39.693363,-75.761925,191,83.43,33.72,4,0,67.0532,49.2254,-4.3996,0.93,645.06,19.81
21565500,,1951437,6.5,-55.625,-7.625,39.69339,-75.761627,191,79.01,28.32,4,0,67.1111,48.3861,-4.3996,0.92,661.13,19.88
21565700,,1953410,302.6875,-36.1875,34.1875,39.69342,-75.761314,191,80.99,31.53,4,0,67.0918,48.1267,-4.3996,0.92,674.5,19.88
21565900,,1955384,172.5,-44.5625,17.75,39.693432,-75.760963,191,81.09,33.52,4,0,67.1111,47.4401,-4.3996,0.92,685.69,19.88
21570100,,1957354,321.125,-30.5625,-8.6875,39.693497,-75.760635,200.3,81.09,33.52,4,1.86,67.1304,46.7687,-4.3996,0.92,699.56,19.88
21570300,,1959324,279.9375,-11.5,0.4375,39.693501,-75.760399,200.7,81.09,33.52,4,1.94,67.1497,46.8679,-4.3996,0.92,714.19,19.88
21570500,,1961306,200.5,-53.875,25.875,39.693508,-75.760056,201.10001,81.09,33.52,4,2.02,67.1304,46.7306,-4.3996,0.92,723.88,19.88
21570700,,1963281,336.1875,-20.6875,-16.5625,39.693577,-75.759735,201.5,81.09,33.52,4,2.1,67.169,46.1507,-4.3996,0.92,735.88,19.88
21570900,,1965251,205.125,-19.75,4.875,39.693542,-75.75946,201.89999,81.09,33.52,4,2.18,67.169,46.0897,-4.3996,0.92,746,19.88
21571100,,1967221,179.5625,-31.75,7.125,39.693497,-75.759125,202.2,81.09,33.52,4,0.38,67.169,45.6243,-4.3996,0.91,756.44,19.88
21571300,,1969195,123.25,-24.5625,7.875,39.693497,-75.758759,202.5,81.09,33.52,4,0.36,67.2077,45.2199,-4.3996,0.91,767.06,19.88
21571500,,1971166,52,-29.0625,16.8125,39.693542,-75.758408,202.89999,81.09,33.52,4,0.36,67.1883,44.9148,-4.3996,0.91,779.63,19.88
21571700,,1973138,232.6875,-24.0625,1.75,39.693508,-75.758148,203.3,81.09,33.52,4,0.36,67.2077,44.6783,-4.3996,0.91,790.63,19.88
21571900,,1975111,105.375,-22.375,-5.75,39.693512,-75.757774,203.60001,81.09,33.52,4,0.34,67.1883,44.4189,-4.3996,0.91,803.31,19.88
21572100,,1977093,37.125,-43.0625,-23.6875,39.69355,-75.757431,204,81.09,33.52,4,0.36,67.2077,44.4112,-4.3996,0.91,812.63,19.88
21572300,,1979063,227,-13.625,-5.8125,39.693516,-75.757149,204.39999,81.09,33.52,4,0.38,67.227,44.3273,-4.3996,0.91,826.13,19.94
21572500,,1981037,125.9375,-27.25,-19.375,39.69352,-75.75679,204.8,81.09,33.52,4,0.38,67.1883,44.1747,-4.3996,0.91,836.19,19.88
21572700,,1983007,18.75,-44.4375,-17.4375,39.693558,-75.756447,205.10001,81.09,33.52,4,0.36,67.227,44.0908,-4.3996,0.9,847.69,19.88
21572900,,1984978,278.6875,-59.25,1.5,39.69355,-75.756134,205.60001,81.09,33.52,4,0.4,67.2077,44.0298,-4.3996,0.9,861.44,19.88
21572900,,1986954,135.0625,-51.5,12.8125,39.69355,-75.756134,205.60001,81.09,33.52,4,0.32,67.227,43.8619,-4.3996,0.9,872.5,19.88
21573100,,1988925,290.75,-41.5,-0.8125,39.693558,-75.755783,205.89999,81.09,33.52,4,0.3,67.1883,43.7017,-4.3996,0.9,887.56,19.88
21573100,,1990906,225.8125,-26.3125,31.875,39.693558,-75.755783,205.89999,81.09,33.52,4,0.22,67.2077,43.6941,-4.3996,0.9,898,19.88
21573500,,1992876,345.6875,-7.3125,5.1875,39.693573,-75.755157,206.8,81.09,33.52,4,0.34,67.2077,43.6178,-4.3996,0.9,913.13,19.88
21573500,,1994852,219.25,-21.875,15.1875,39.693573,-75.755157,206.8,81.09,33.52,4,0.24,67.1883,43.4652,-4.3996,0.9,924.31,19.88
21573500,,1996822,165.6875,-54.125,-21.4375,39.693573,-75.755157,206.8,81.09,33.52,4,0.24,67.1883,43.3202,-4.3996,0.89,936.88,19.88
21573500,,1998793,338.5,-15.5625,-14.125,39.693573,-75.755157,206.8,81.09,33.52,4,0.18,67.1883,43.366,-4.3996,0.89,947.5,19.88
21573500,,2000766,196.875,-14.4375,10.1875,39.693573,-75.755157,206.8,81.09,33.52,4,0.18,67.1883,43.4118,-4.3996,0.89,956.75,19.88
21573500,,2002738,191.625,-53.5625,9.625,39.693573,-75.755157,206.8,81.09,33.52,4,0,67.169,43.305,-4.3996,0.89,968.63,19.88
21573500,,2004709,141.625,-39.75,31.25,39.693573,-75.755157,206.8,81.09,33.52,4,0,67.169,43.2287,-4.3996,0.89,981.44,19.88
21573500,,2006685,299.625,-31.25,-15.375,39.693573,-75.755157,206.8,81.09,33.52,4,0,67.1497,42.9616,-4.3996,0.89,995.5,19.88
21573500,,2008656,216,-34.5625,11.5,39.693573,-75.755157,206.8,81.09,33.52,4,0,67.1304,42.8777,-4.3996,0.89,1008.19,19.88
21573500,,2010637,14.5625,-21.75,-7.625,39.693573,-75.755157,206.8,81.09,33.52,4,0,67.1111,42.7862,-4.3996,0.89,1021,19.88
21573500,,2012610,224.625,-30.875,11.875,39.693573,-75.755157,206.8,81.09,33.52,4,0,67.1304,43.0379,-4.3996,0.88,1035.25,19.88
21573500,,2014581,87.5,-33.5625,29.8125,39.693573,-75.755157,206.8,81.09,33.52,4,0,67.1497,43.1829,-4.3996,0.88,1047.5,19.88
21580000,,2016553,178.8125,-30.0625,9.5625,39.693707,-75.75106,206.8,92.02,36.62,4,0,67.1497,43.1524,-4.3996,0.88,1064.56,19.88
21580200,,2018528,207.4375,-37.5625,-3.875,39.69368,-75.750694,206.8,93.18,34.1,4,0,67.169,42.9922,-4.3996,0.88,1075.81,19.88
21580400,,2020498,271.6875,34.25,-2.0625,39.693676,-75.750389,206.8,86.57,29.14,4,0,67.1883,43.0074,-4.3996,0.88,1087.13,19.88
21580600,,2022468,150,-14.375,7.875,39.693707,-75.750076,206.8,82.85,30.54,4,0,67.169,43.1295,-4.3996,0.88,1098.56,19.88
21580800,,2024449,346.5,4.125,8.5,39.693691,-75.749725,206.8,89.14,33.14,4,0,67.1497,43.0379,-4.3996,0.88,1110.44,19.88
21581000,,2026423,60,-43.5,46.6875,39.693642,-75.749496,206.8,94.64,25.97,4,0,67.1497,42.6717,-4.3996,0.87,1125.13,19.88
21581200,,2028395,19.5625,-34.1875,-14.9375,39.693645,-75.749222,206.8,90.14,27.07,4,0,67.169,42.7175,-4.3996,0.87,1138.25,19.88
21581400,,2030365,119.3125,24.3125,-8.9375,39.693615,-75.748894,206.8,96.05,30.89,4,0,67.169,42.8091,-4.3996,0.87,1149.63,19.88
21581600,,2032338,53.1875,-23.5,24.8125,39.693604,-75.748627,216.3,96.05,30.89,4,1.9,67.1497,42.748,-4.3996,0.87,1161.56,19.88
21581800,,2034309,70.6875,-20.5,30.75,39.693638,-75.748314,216.7,96.05,30.89,4,1.98,67.169,42.7328,-4.3996,0.87,1172.31,19.88
21582000,,2036280,40.6875,7.6875,-11.125,39.693657,-75.747932,217.2,96.05,30.89,4,2.08,67.169,42.8014,-4.3996,0.87,1186.31,19.88
21582200,,2038254,182.4375,-38.4375,33.3125,39.693699,-75.74752,217.7,96.05,30.89,4,2.18,67.1883,42.7328,-4.3996,0.87,1200.44,19.88
21582400,,2040236,229.625,22.375,1.6875,39.693707,-75.747162,218.2,96.05,30.89,4,2.28,67.1883,42.6183,-4.3996,0.86,1211.31,19.88
21582600,,2042208,315.0625,-26.125,18.5,39.693684,-75.746834,218.8,96.05,30.89,4,0.5,67.1883,42.2903,-4.3996,0.86,1226.31,19.88
21582800,,2044181,99.625,-27,16.5625,39.693661,-75.746422,219.2,96.05,30.89,4,0.5,67.1883,42.1911,-4.3996,0.86,1242.69,19.88
21583000,,2046151,190,-20.5,-28.125,39.693626,-75.746048,219.8,96.05,30.89,4,0.52,67.169,42.2903,-4.3996,0.86,1251,19.88
21583200,,2048121,42.25,-33.5625,-27.6875,39.693634,-75.74572,220.3,96.05,30.89,4,0.52,67.1497,41.4663,-4.3996,0.86,1266.38,19.81
21583400,,2050095,180.375,-16.625,5.25,39.693642,-75.745399,220.89999,96.05,30.89,4,0.54,67.1304,41.3061,-4.3996,0.86,1278.56,19.81
21583600,,2052066,123.5,-25.125,-19.375,39.693634,-75.745018,221.39999,96.05,30.89,4,0.52,67.1497,41.1153,-4.3996,0.86,1291.75,19.81
21583600,,2054047,104.1875,-63.4375,40.4375,39.693634,-75.745018,221.39999,96.05,30.89,4,0.44,67.0918,40.5813,-4.3996,0.86,1304.31,19.81
